Date,SPY,TSLA,FB,AAPL,MSFT,MCD,GOOG,AMZN,IWM,QQQ,TLT,CSCO,JNJ,KO,PEP,XOM,CVX,VZ,T,HD,WMT,JPM,C,GS,NFLX,AMD,INTC,MU,UNH,CI,BA,HD.1,BAC,SBUX,BABA
12/26/2018,246.18,326.09,134.18,157.17,100.56,174.03,1039.46,1470.90,131.93,152.46,120.02,42.47,126.71,46.94,108.33,68.64,107.39,54.44,28.08,168.28,90.41,95.96,51.44,162.93,253.67,17.90,46.19,30.89,243.35,187.63,313.93,168.28,24.11,63.08,138.00
12/27/2018,248.07,316.13,134.52,156.15,101.18,175.71,1043.88,1461.64,132.48,153.05,120.04,42.91,127.41,47.53,109.42,68.94,109.32,55.15,28.15,170.32,91.59,97.04,51.77,165.41,255.57,17.49,46.36,31.93,245.97,192.79,317.14,170.32,24.37,63.20,138.45
12/28/2018,247.75,333.87,133.20,156.23,100.39,175.56,1037.08,1478.02,132.86,152.97,121.05,42.77,127.27,47.20,110.36,68.17,108.65,55.27,28.46,170.22,92.13,96.83,51.83,163.03,256.08,17.82,46.75,31.57,246.24,190.65,316.38,170.22,24.39,63.39,139.09
12/31/2018,249.92,332.80,131.09,157.74,101.57,177.57,1035.61,1501.97,133.90,154.26,121.51,43.33,129.05,47.35,110.48,68.19,108.79,56.22,28.54,171.82,93.15,97.62,52.06,167.05,267.66,18.46,46.93,31.73,249.12,189.92,322.50,171.82,24.64,64.40,137.07
1/2/2019,250.18,310.12,135.68,157.92,101.12,176.06,1045.85,1539.13,134.66,154.88,122.15,42.95,127.75,46.93,109.28,69.69,110.69,56.02,29.54,172.41,93.34,99.31,53.53,172.03,267.66,18.83,47.08,32.75,243.49,187.17,323.81,172.41,24.96,64.32,136.70
1/3/2019,244.21,300.36,131.74,142.19,97.40,174.90,1016.06,1500.28,132.25,149.82,123.54,41.07,125.72,46.64,108.26,68.62,108.57,56.22,29.58,168.61,92.86,97.11,52.56,169.51,271.20,17.05,44.49,31.00,236.85,185.57,310.90,168.61,24.56,61.53,130.60
1/4/2019,252.39,317.69,137.95,148.26,101.93,178.28,1070.71,1575.39,137.19,156.23,122.11,42.92,127.83,47.57,110.48,71.15,110.82,56.36,30.34,173.62,93.44,100.69,55.13,175.05,297.57,19.00,47.22,32.70,239.62,188.69,327.08,173.62,25.58,63.57,139.75
1/7/2019,254.38,334.96,138.05,147.93,102.06,180.22,1068.39,1629.51,139.59,158.09,121.75,43.21,127.01,46.95,109.53,71.52,112.26,56.72,30.89,177.04,94.54,100.76,55.61,176.02,315.34,20.57,47.44,34.00,240.08,186.50,328.11,177.04,25.56,63.57,143.10
1/8/2019,256.77,335.35,142.53,150.75,102.80,180.60,1076.28,1656.58,141.73,159.52,121.43,43.56,129.96,47.48,110.58,72.04,111.77,58.38,31.28,177.89,95.20,100.57,55.46,175.37,320.27,20.75,47.74,33.74,243.29,189.93,340.53,177.89,25.51,63.62,146.79
1/9/2019,257.97,338.53,144.23,153.31,104.27,180.29,1074.66,1659.42,142.90,160.82,121.24,43.32,128.93,46.57,107.49,72.42,113.27,57.05,30.10,179.73,94.89,100.40,56.38,176.47,319.96,20.19,48.01,35.44,243.64,190.35,343.83,179.73,25.76,63.88,151.92
1/10/2019,258.88,344.97,144.20,153.80,103.60,181.55,1070.33,1656.22,143.64,161.28,120.46,43.24,129.71,47.07,108.15,72.05,113.45,57.60,30.40,179.06,94.96,100.39,56.44,176.00,324.66,19.74,48.56,35.91,244.87,191.78,352.61,179.06,25.73,64.19,151.69
1/11/2019,258.98,347.26,143.80,152.29,102.80,182.37,1057.19,1640.56,143.68,160.69,120.93,43.49,129.75,47.34,108.16,71.72,112.54,58.02,30.87,179.41,94.84,99.91,56.69,176.93,337.59,20.27,48.93,36.01,247.67,194.66,352.90,179.41,26.03,63.73,151.32
1/14/2019,257.40,334.40,145.39,150.00,102.05,181.22,1044.69,1617.21,142.25,159.27,120.48,43.21,128.28,47.15,107.32,71.63,111.72,58.03,30.62,178.81,94.95,100.94,58.93,178.72,332.94,20.23,48.35,34.67,248.06,192.05,350.36,178.81,26.37,63.37,149.27
1/15/2019,260.35,344.43,148.95,153.07,105.01,181.02,1077.15,1674.56,143.45,162.38,120.04,44.02,129.36,47.57,108.99,71.67,112.12,58.10,30.60,176.47,96.25,101.68,61.38,179.91,354.64,20.38,48.60,33.99,256.87,196.55,352.24,176.47,26.55,64.08,150.88
1/16/2019,260.98,346.05,147.54,154.94,105.38,179.35,1080.97,1683.78,144.52,162.35,120.16,43.96,128.04,46.92,108.34,71.64,111.40,57.08,30.56,177.04,96.35,102.50,62.19,197.08,351.39,19.73,48.13,33.58,261.46,196.73,352.06,177.04,28.45,63.77,154.84
1/17/2019,262.96,347.31,148.30,155.86,106.12,181.11,1089.90,1693.22,145.83,163.63,120.19,44.21,129.09,47.06,109.22,72.13,111.96,56.83,30.64,174.87,96.74,102.92,62.47,199.09,353.19,20.25,48.47,33.88,259.77,194.50,359.09,174.87,28.99,64.28,155.97
1/18/2019,266.46,302.26,150.04,156.82,107.71,182.57,1098.26,1696.20,147.33,165.25,119.56,45.03,130.69,47.61,110.07,72.99,114.37,57.09,30.96,179.58,97.73,104.59,63.12,202.54,339.10,20.77,49.19,35.76,265.50,194.83,364.73,179.58,29.30,64.70,157.02
1/22/2019,262.86,298.92,147.57,153.30,105.68,184.57,1070.52,1632.17,145.00,161.94,120.37,44.78,128.80,47.72,109.91,71.89,112.34,56.99,30.58,177.11,97.49,102.94,61.85,197.68,325.16,19.76,48.27,33.87,265.69,193.08,357.90,177.11,29.09,65.39,152.15
1/23/2019,263.41,287.59,144.30,153.92,106.71,186.09,1075.57,1640.02,144.60,162.15,120.32,45.46,128.80,48.27,110.73,71.30,111.39,57.76,30.89,176.89,98.71,102.68,62.13,196.90,321.99,19.80,47.94,34.24,267.02,196.92,358.61,176.89,28.92,66.43,152.03
1/24/2019,263.55,291.51,145.83,152.70,106.20,187.37,1073.90,1654.93,145.47,163.20,121.11,45.61,127.03,47.69,109.50,71.40,113.51,57.07,30.60,177.29,98.36,102.74,62.71,197.80,326.67,20.85,49.76,36.59,266.13,193.07,358.27,177.29,29.08,64.74,155.86
1/25/2019,265.78,297.04,149.01,157.76,107.17,184.00,1090.99,1670.57,147.34,165.15,120.53,46.13,128.23,47.37,109.35,71.72,113.22,56.40,30.66,180.40,96.94,103.39,64.02,200.74,338.05,21.93,47.04,38.96,268.05,196.28,364.20,180.40,29.58,67.09,159.21
1/28/2019,263.76,296.38,147.47,156.30,105.08,183.60,1070.08,1637.89,146.55,163.11,120.41,45.75,128.99,47.17,108.82,71.24,112.17,55.07,30.67,179.83,97.06,103.88,63.85,199.72,335.66,20.18,46.71,38.08,266.77,195.08,362.97,179.83,29.63,66.90,158.92
1/29/2019,263.41,297.46,144.19,154.68,102.94,182.17,1060.62,1593.88,146.20,161.57,121.02,45.96,130.33,47.40,109.00,71.51,111.83,53.28,30.70,179.69,96.71,104.17,63.21,200.50,328.90,19.25,46.54,37.39,267.34,198.39,364.91,179.69,29.39,67.04,156.88
1/30/2019,267.58,308.77,150.42,165.25,106.38,181.77,1089.06,1670.43,147.80,165.68,120.93,46.71,131.64,47.86,110.82,72.29,113.01,54.00,29.37,182.18,94.80,104.41,64.22,202.48,340.66,23.09,47.54,38.24,270.37,199.80,387.72,182.18,29.07,68.15,166.82
1/31/2019,269.93,307.02,166.69,166.44,104.43,178.78,1116.37,1718.73,149.06,168.16,121.97,47.29,133.08,48.13,112.67,73.28,114.65,55.06,30.06,183.53,95.83,103.50,64.46,198.01,339.50,24.41,47.12,38.22,270.20,199.81,385.62,183.53,28.47,68.14,168.49
2/1/2019,270.06,312.21,165.71,166.52,102.78,176.72,1110.75,1626.23,149.18,167.45,120.96,47.34,134.20,48.70,112.19,75.92,118.37,54.55,30.00,184.37,93.86,103.88,63.67,196.54,339.85,24.51,48.73,39.60,268.72,194.06,387.43,184.37,28.38,68.11,167.97
2/4/2019,271.96,312.89,169.25,171.25,105.74,177.55,1132.80,1633.31,150.96,169.53,120.42,47.35,132.88,49.25,113.09,74.82,119.74,54.04,29.61,186.43,94.77,104.25,64.06,197.72,351.34,24.13,49.22,39.47,268.21,192.07,397.00,186.43,28.88,67.58,166.70
2/5/2019,273.10,321.35,171.16,174.18,107.22,177.57,1145.99,1658.81,151.12,171.03,120.97,47.26,132.88,49.26,112.90,75.59,119.48,54.14,29.63,186.39,95.60,103.79,63.81,198.01,355.81,23.31,50.01,39.37,266.31,186.45,410.18,186.39,28.78,69.34,171.83
2/6/2019,272.74,317.22,170.49,174.24,106.03,176.18,1115.23,1640.26,150.93,170.52,121.03,47.48,133.00,49.26,113.05,75.26,118.88,53.79,29.56,184.72,95.64,103.74,63.89,196.62,352.19,23.26,49.90,41.52,269.50,187.48,411.11,184.72,28.73,68.85,171.52
2/7/2019,270.14,307.51,166.38,170.94,105.27,175.28,1098.71,1614.37,149.69,168.23,121.83,46.70,132.05,49.42,113.09,74.68,118.23,53.57,29.45,184.07,96.73,102.38,62.81,193.07,344.71,22.67,49.23,39.38,269.00,185.96,405.17,184.07,28.24,69.14,166.96
2/8/2019,270.47,305.80,167.33,170.41,105.67,174.75,1095.06,1588.22,149.85,168.56,122.35,47.19,132.40,49.50,113.02,73.98,117.58,53.95,29.55,184.54,95.58,101.36,62.01,191.67,347.57,23.05,48.84,38.58,261.90,181.37,404.91,184.54,28.29,69.75,167.36
2/11/2019,270.62,312.84,165.79,169.43,105.25,174.26,1095.01,1591.00,151.10,168.40,121.87,47.58,132.00,49.61,112.97,74.10,116.95,54.05,29.71,182.92,96.20,100.88,61.61,191.33,345.73,22.96,48.77,38.58,257.14,182.89,403.95,182.92,28.41,69.99,167.45
2/12/2019,274.10,311.81,165.04,170.89,106.89,173.97,1121.37,1638.01,152.99,170.89,121.56,47.89,134.16,49.66,113.79,75.40,118.72,54.42,29.81,185.52,96.97,102.60,62.67,194.49,359.97,22.82,50.01,40.40,263.50,185.12,410.72,185.52,28.69,69.75,168.71
2/13/2019,274.99,308.17,164.07,170.18,106.81,174.15,1120.16,1640.00,153.42,171.01,121.10,47.50,134.45,49.79,114.12,76.25,119.57,54.48,29.84,188.41,97.94,103.09,63.04,194.69,351.77,22.85,50.47,41.68,263.80,188.80,410.58,188.41,28.70,70.51,169.40
2/14/2019,274.38,303.77,163.95,170.80,106.90,175.87,1121.67,1622.65,153.77,171.22,121.79,48.40,134.31,45.59,112.59,76.27,118.16,54.03,29.79,187.71,98.52,102.42,62.42,192.53,359.07,23.13,50.81,42.23,265.33,192.22,409.82,187.71,28.39,70.84,168.38
2/15/2019,277.37,307.88,162.50,170.42,108.22,179.97,1113.65,1607.95,156.22,171.94,121.98,49.43,136.38,45.24,115.91,77.71,119.35,55.16,30.47,192.39,99.99,105.55,64.27,198.50,356.87,23.68,51.66,41.99,271.13,197.87,417.97,192.39,29.11,70.71,166.15
2/19/2019,277.85,305.64,162.29,170.93,108.17,179.25,1118.56,1627.58,156.65,172.28,122.29,49.65,135.69,44.83,115.93,78.23,119.31,55.44,30.63,192.33,102.20,105.18,64.38,198.67,361.92,23.95,51.40,41.96,270.41,198.28,416.26,192.33,29.13,70.20,170.18
2/20/2019,278.41,302.56,162.56,172.03,107.15,180.49,1113.80,1622.10,157.39,172.25,121.94,49.63,136.35,45.10,115.83,78.53,120.28,55.76,30.85,191.85,99.88,105.69,64.64,198.60,359.91,23.95,51.39,42.21,269.51,194.12,421.55,191.85,29.41,70.39,170.71
2/21/2019,277.42,291.23,160.04,171.06,109.41,182.81,1096.97,1619.44,156.79,171.62,120.85,49.41,135.42,45.86,116.10,77.82,119.14,56.15,30.83,191.82,99.39,105.47,64.32,196.36,356.97,23.92,51.41,41.53,266.40,191.87,417.58,191.82,29.29,70.70,171.66
2/22/2019,279.14,294.71,161.89,172.97,110.97,183.17,1110.37,1631.56,158.15,172.89,121.57,50.11,136.60,45.28,116.76,78.42,119.39,56.92,31.15,192.39,99.55,105.00,64.14,196.00,363.02,24.36,52.49,42.57,267.11,193.77,424.05,192.39,29.08,71.30,176.92
2/25/2019,279.52,298.77,164.62,174.23,111.59,182.61,1109.40,1633.00,158.19,173.52,121.21,50.79,136.20,44.94,116.06,78.50,119.62,56.78,31.13,189.98,99.12,106.10,64.53,198.65,363.91,24.71,53.10,42.75,264.60,191.62,426.87,189.98,29.27,71.05,183.25
2/26/2019,279.32,297.86,164.13,174.33,112.36,183.21,1115.13,1636.40,157.10,173.70,121.81,51.18,136.11,44.69,115.97,78.66,119.94,56.64,31.22,188.30,98.69,105.29,64.12,198.90,364.97,24.21,53.23,42.96,262.98,188.15,426.77,188.30,29.29,71.14,183.54
2/27/2019,279.20,314.74,162.81,174.87,112.17,183.36,1116.05,1641.09,157.32,173.59,120.43,51.59,135.87,44.94,115.37,79.47,120.08,56.72,31.06,183.67,98.11,105.16,64.40,198.10,362.87,23.48,53.24,41.32,250.08,180.72,435.44,183.67,29.53,70.15,184.58
2/28/2019,278.68,319.88,161.45,173.15,112.03,183.84,1119.92,1639.83,156.78,173.19,120.02,51.77,136.64,45.34,115.64,79.03,119.58,56.92,31.12,185.14,98.99,104.36,63.98,196.70,358.10,23.53,52.96,40.88,242.22,174.44,439.96,185.14,29.08,70.26,183.03
3/1/2019,280.42,294.79,162.28,174.97,112.53,185.05,1140.99,1671.73,158.24,174.39,118.66,51.41,138.35,45.38,116.18,80.00,122.03,56.96,30.82,185.17,97.93,104.43,64.47,198.20,357.32,23.68,53.30,41.58,246.15,178.25,440.62,185.17,29.31,70.85,183.88
3/4/2019,279.40,285.36,167.37,175.85,112.26,180.59,1147.80,1696.17,156.81,174.42,119.59,51.16,138.48,45.65,116.17,80.31,122.12,56.24,29.98,183.81,97.85,104.19,63.75,195.98,351.04,23.37,53.94,41.06,236.02,171.68,432.69,183.81,29.03,70.95,187.25
3/5/2019,279.02,276.54,171.26,175.53,111.70,181.35,1162.03,1692.43,156.08,174.55,119.84,51.30,138.77,45.60,116.03,80.19,123.29,56.08,29.95,184.00,98.34,104.11,62.93,196.00,354.30,23.50,53.68,39.99,241.43,170.11,430.12,184.00,29.08,71.58,185.00
3/6/2019,277.33,276.24,172.51,174.52,111.75,182.03,1157.86,1668.95,153.02,173.56,120.28,51.67,139.09,45.45,116.66,79.28,123.53,55.68,29.81,184.45,98.26,103.72,62.51,194.74,359.61,22.41,52.95,37.93,239.07,164.91,424.46,184.45,28.84,71.27,184.17
3/7/2019,275.01,276.59,169.13,172.50,110.39,180.52,1143.30,1625.95,151.68,171.43,121.06,51.29,138.24,45.28,116.10,80.16,121.94,56.30,29.92,182.51,97.45,102.97,61.90,192.77,352.60,22.08,52.60,37.83,236.70,163.81,422.56,182.51,28.55,70.61,177.32
3/8/2019,274.46,284.14,169.60,172.91,110.51,179.50,1142.32,1620.80,151.64,171.17,121.57,51.07,138.06,44.84,115.23,79.01,121.62,56.53,29.96,181.23,97.59,103.01,62.06,195.24,349.60,22.01,52.48,38.65,237.29,163.14,422.54,181.23,28.65,69.36,175.03
3/11/2019,278.44,290.92,172.07,178.90,112.83,181.08,1175.76,1670.62,154.29,174.73,121.21,51.92,138.56,46.18,116.59,79.78,123.62,57.58,30.22,182.44,98.48,104.35,62.31,195.97,358.86,22.96,53.35,39.03,243.15,163.63,400.01,182.44,28.94,69.68,180.41
3/12/2019,279.49,283.36,171.92,180.91,113.62,181.83,1193.20,1673.10,154.37,175.69,122.06,52.15,139.18,46.05,116.57,80.00,123.90,57.43,30.63,184.00,98.37,104.04,62.81,196.63,356.27,23.49,53.57,39.25,245.88,164.30,375.41,184.00,28.94,70.05,180.63
3/13/2019,281.34,288.96,173.37,181.71,114.50,182.06,1193.32,1690.81,154.98,177.01,121.83,52.59,139.41,46.22,116.58,80.71,124.67,57.66,30.28,181.14,99.03,104.39,63.65,197.25,361.21,23.38,54.37,38.83,252.25,168.00,377.14,181.14,29.29,70.10,180.70
3/14/2019,281.16,289.96,170.17,183.73,114.59,182.74,1185.55,1686.22,154.35,176.71,120.95,52.74,138.02,45.70,115.50,80.44,124.60,57.95,30.28,181.61,98.22,105.34,64.11,197.47,358.82,22.82,53.44,38.41,253.27,169.56,373.30,181.61,29.46,70.74,180.36
3/15/2019,281.31,275.43,165.98,186.12,115.91,185.33,1184.46,1712.36,154.76,178.35,121.75,53.20,137.60,45.30,115.66,80.15,125.31,58.39,30.67,182.23,98.42,106.55,65.19,198.26,361.46,23.29,54.33,39.54,251.40,166.45,378.99,182.23,29.30,70.67,180.97
3/18/2019,282.33,269.49,160.47,188.02,117.57,183.95,1184.26,1742.15,155.75,178.45,121.68,53.51,137.17,45.41,117.27,81.08,125.88,58.07,30.80,183.42,99.66,107.19,65.93,202.47,363.44,23.25,54.10,39.61,255.00,167.11,372.28,183.42,29.82,70.84,181.83
3/19/2019,282.40,267.47,161.57,186.53,117.65,183.11,1198.85,1761.85,154.96,179.05,121.41,53.31,138.44,45.56,118.09,80.87,125.28,57.50,30.68,184.13,99.85,106.80,65.63,201.12,358.78,26.00,54.17,40.37,257.13,172.78,373.43,184.13,29.65,71.38,182.14
3/20/2019,281.55,273.60,165.44,188.16,117.52,184.97,1223.97,1797.27,153.26,179.76,122.68,53.26,137.29,45.53,118.32,81.32,124.69,57.67,30.51,186.10,98.64,104.52,64.30,194.32,375.22,25.70,53.82,40.13,250.50,167.87,376.16,186.10,28.64,71.63,181.28
3/21/2019,284.73,274.02,166.08,195.09,120.22,186.37,1231.54,1819.26,155.27,182.57,122.95,53.94,138.10,45.51,119.44,81.79,125.86,58.29,31.06,189.97,99.06,102.87,63.91,194.58,377.87,27.89,54.64,43.99,252.02,168.87,372.70,189.97,28.18,72.26,181.50
3/22/2019,279.25,264.53,164.34,191.05,117.05,186.81,1205.50,1764.77,149.62,178.56,124.86,52.74,136.91,45.93,120.72,80.48,123.09,59.76,31.07,188.75,98.28,99.76,60.98,188.96,361.01,26.37,53.26,41.62,247.09,166.09,362.17,188.75,27.01,71.96,176.26
3/25/2019,279.04,260.42,166.29,188.74,117.66,185.72,1193.00,1774.26,150.28,178.22,125.06,52.73,136.61,46.03,120.85,79.92,122.89,60.08,30.77,189.68,98.17,98.93,60.33,188.51,366.23,25.97,52.78,40.55,246.86,163.77,370.46,189.68,26.84,72.30,178.77
3/26/2019,281.12,267.77,167.68,186.79,117.91,187.48,1184.62,1783.76,151.86,179.05,124.97,53.23,138.57,46.64,122.02,80.96,124.13,60.63,31.39,189.34,98.32,99.92,61.22,190.69,359.97,25.69,53.44,40.32,243.39,160.74,370.38,189.34,27.21,72.96,178.08
3/27/2019,279.65,274.83,165.87,188.47,116.77,187.51,1173.02,1765.70,151.27,177.90,126.12,53.14,138.70,46.61,121.89,80.34,122.79,60.88,31.40,189.25,97.21,99.58,60.73,190.03,353.37,24.89,53.16,39.23,241.71,159.79,374.21,189.25,27.03,72.74,177.03
3/28/2019,280.71,278.62,165.55,188.72,116.93,189.39,1168.49,1773.42,152.62,178.31,126.56,53.36,138.88,46.58,121.84,80.74,123.02,59.08,31.01,190.06,97.13,100.71,61.98,191.18,354.61,25.06,53.11,39.34,242.23,159.69,374.44,190.06,27.33,73.96,177.73
3/29/2019,282.48,279.86,166.69,189.95,117.94,189.90,1173.31,1780.75,153.09,179.66,126.44,53.99,139.79,46.86,122.55,80.80,123.18,59.13,31.36,191.89,97.53,101.23,62.22,191.99,356.56,25.52,53.70,41.33,247.26,160.82,381.42,191.89,27.59,74.34,182.45
4/1/2019,285.83,289.18,168.70,191.24,119.02,188.39,1194.43,1814.19,154.76,182.04,124.37,54.98,138.98,46.72,122.00,81.73,124.94,59.09,31.95,195.64,97.82,104.64,64.36,196.74,366.96,26.36,54.51,42.25,245.54,161.87,391.54,195.64,28.54,73.96,180.89
4/2/2019,285.97,285.88,174.20,194.02,119.19,188.35,1200.49,1813.98,154.36,182.73,124.60,55.29,137.71,46.57,121.68,81.38,124.93,58.53,31.63,194.31,96.94,105.14,64.42,197.50,367.72,26.75,54.36,42.44,244.41,158.62,390.75,194.31,28.87,74.27,181.74
4/3/2019,286.42,291.81,173.54,195.35,119.97,188.35,1205.92,1820.70,155.16,183.78,123.52,55.63,137.17,46.18,121.56,80.90,123.89,58.87,31.87,198.61,97.19,105.35,65.06,200.86,369.75,29.02,55.48,43.90,245.84,159.00,384.74,198.61,28.84,74.33,178.32
4/4/2019,287.18,267.78,176.02,195.69,119.36,189.87,1215.00,1818.86,155.92,183.71,123.87,55.14,135.57,46.48,121.47,82.05,124.80,58.99,31.98,200.45,98.11,105.56,65.82,202.23,367.88,29.09,55.92,42.89,247.39,161.48,395.86,200.45,29.15,74.35,181.07
4/5/2019,288.57,274.96,175.72,197.00,119.89,190.71,1207.15,1837.28,157.38,184.66,124.03,55.21,136.18,46.47,121.62,82.49,126.42,59.09,32.35,202.06,98.83,105.31,65.55,202.38,365.49,28.98,55.60,43.32,248.78,166.13,391.93,202.06,29.08,75.03,185.35
4/8/2019,288.79,273.20,174.93,200.10,119.93,189.85,1203.84,1849.86,157.12,185.13,123.59,55.49,136.14,46.55,122.00,83.00,126.68,59.13,32.39,203.55,99.23,105.65,66.07,202.54,361.41,28.53,55.68,42.90,248.75,167.40,374.52,203.55,29.17,75.20,186.50
4/9/2019,287.31,272.31,177.58,199.50,119.28,190.08,1197.25,1835.84,155.20,184.48,123.98,55.18,135.57,46.67,122.17,81.93,125.54,58.40,31.75,200.90,98.69,104.87,65.20,200.62,364.71,27.24,55.32,41.72,248.79,169.13,369.04,200.90,28.89,75.12,187.19
4/10/2019,288.29,276.06,177.82,200.62,120.19,189.22,1202.16,1847.33,157.31,185.47,124.28,55.82,135.58,46.64,122.04,81.56,125.49,58.61,31.88,199.43,99.60,105.34,65.52,202.98,363.92,27.83,55.75,42.17,246.03,168.20,364.94,199.43,29.07,75.48,186.19
4/11/2019,288.21,268.42,177.51,198.95,120.33,188.88,1204.62,1844.07,157.11,185.03,123.55,55.60,135.21,46.71,121.67,81.95,125.99,58.56,32.20,201.48,100.80,106.23,65.91,202.83,367.65,27.79,55.80,42.28,235.42,164.01,370.16,201.48,29.07,75.87,184.98
4/12/2019,290.16,267.70,179.10,198.87,120.95,191.60,1217.87,1843.06,157.68,185.83,122.67,56.29,135.98,46.74,122.23,80.92,119.76,58.74,32.20,203.85,101.56,111.21,67.42,207.84,351.14,27.85,56.42,42.01,223.22,160.60,379.64,203.85,30.17,76.65,188.91
4/15/2019,289.97,266.38,179.65,199.23,121.05,191.85,1221.10,1844.87,157.17,185.86,122.98,56.56,136.52,47.00,123.66,80.65,120.14,58.71,32.02,204.86,102.43,109.94,67.38,199.91,348.87,27.33,56.28,41.82,230.20,163.82,375.46,204.86,29.84,76.16,183.07
4/16/2019,290.16,273.36,178.87,199.25,120.77,191.70,1227.13,1863.04,157.54,186.50,122.21,56.95,138.02,46.95,122.41,81.20,121.17,58.79,32.25,204.47,102.93,111.10,69.31,201.84,359.46,27.93,56.71,42.76,220.96,151.04,381.72,204.47,29.88,75.70,185.78
4/17/2019,289.45,271.23,178.78,203.13,121.77,191.61,1236.34,1864.82,156.10,187.15,122.26,56.31,138.52,47.28,127.01,81.43,120.27,57.78,31.95,206.55,103.16,114.30,70.35,207.90,354.74,27.49,58.56,43.15,216.84,145.49,377.52,206.55,30.03,75.12,187.55
4/18/2019,290.02,273.26,178.28,203.86,123.37,194.91,1236.37,1861.69,155.64,187.39,122.90,56.40,137.52,47.48,127.09,81.13,119.86,58.04,32.03,205.66,103.18,113.46,69.67,205.91,360.35,27.68,58.49,43.40,221.75,149.00,380.07,205.66,30.03,76.06,186.94
4/22/2019,290.27,262.75,181.44,204.53,123.76,193.92,1248.84,1887.31,155.23,187.92,122.31,56.34,137.83,47.40,126.44,82.90,121.90,58.37,32.08,204.78,102.37,113.60,69.09,204.60,377.34,28.18,58.82,43.40,227.11,147.99,375.17,204.78,30.05,75.40,185.38
4/23/2019,292.88,263.90,183.78,207.48,125.44,195.26,1264.55,1923.77,157.57,190.31,122.57,56.69,139.90,48.21,127.09,83.38,122.02,57.15,32.10,206.05,103.07,113.74,69.20,204.14,381.89,27.97,58.78,42.77,230.58,153.82,374.02,206.05,30.07,75.99,187.29
4/24/2019,292.23,258.66,182.58,207.16,125.01,197.63,1256.00,1901.75,158.06,189.71,123.57,56.88,139.20,47.98,126.92,81.76,118.28,57.08,30.79,206.72,103.53,113.55,68.83,200.54,374.23,28.46,58.72,43.03,230.35,154.22,375.46,206.72,30.02,76.39,185.67
4/25/2019,292.05,247.63,193.26,205.28,129.15,197.93,1263.45,1902.25,156.75,190.48,123.39,56.33,139.65,47.84,126.13,82.22,117.90,55.85,30.34,206.50,103.52,113.61,68.73,201.40,368.33,27.66,57.61,42.75,230.79,156.81,382.80,206.50,30.08,77.11,187.88
4/26/2019,293.41,235.14,191.49,204.30,129.89,197.42,1272.18,1950.63,158.27,190.65,123.81,55.88,140.39,48.26,126.40,80.49,117.10,56.58,30.68,203.61,101.53,114.47,69.51,203.08,374.85,27.88,52.43,42.10,237.00,160.94,380.79,203.61,30.35,77.45,187.09
4/29/2019,293.87,241.47,194.78,204.61,129.77,197.12,1287.58,1938.43,159.03,191.02,123.02,56.13,139.84,48.42,126.69,79.97,117.72,56.84,30.88,202.16,101.56,116.12,71.03,206.92,371.83,27.69,51.11,42.11,237.45,160.67,379.05,202.16,30.77,76.91,186.94
4/30/2019,294.02,238.69,193.40,200.67,130.60,197.57,1188.48,1926.52,158.29,189.54,123.65,55.95,141.20,49.06,128.05,80.28,120.06,57.19,30.96,203.70,102.84,116.05,70.70,205.92,370.54,27.63,51.04,42.06,233.07,158.84,377.69,203.70,30.58,77.68,185.57
5/1/2019,291.81,234.01,193.03,210.52,127.88,194.17,1168.08,1911.52,156.79,188.93,123.90,55.58,141.95,48.59,127.24,78.67,117.81,56.52,30.79,198.80,101.36,115.16,69.96,204.73,378.81,26.81,50.76,41.90,231.95,162.00,376.80,198.80,30.26,77.52,189.31
5/2/2019,291.18,244.10,192.53,209.15,126.21,194.61,1162.61,1900.82,157.52,188.11,123.31,54.94,141.28,48.39,126.83,77.29,116.38,56.99,30.62,201.01,101.15,115.41,70.36,204.99,379.06,28.29,50.55,42.56,232.45,158.22,375.80,201.01,30.50,77.47,190.39
5/3/2019,294.03,255.03,195.47,211.75,128.90,197.52,1185.40,1962.46,160.53,191.11,123.66,54.94,142.01,48.72,127.67,77.47,117.27,57.24,30.70,200.56,102.08,116.12,70.67,207.52,385.03,28.22,51.75,43.33,231.95,152.83,376.46,200.56,30.71,78.05,195.21
5/6/2019,292.82,255.34,193.88,208.48,128.15,198.90,1189.39,1950.55,160.71,189.94,124.00,54.59,142.09,48.47,127.27,77.13,118.40,56.91,30.59,199.63,102.46,115.09,70.41,206.43,378.67,27.42,51.22,42.13,240.50,158.80,371.60,199.63,30.47,78.06,188.24
5/7/2019,287.93,247.06,189.77,202.86,125.52,198.04,1174.10,1921.00,157.53,186.24,124.95,53.45,139.97,48.00,125.98,76.72,118.27,56.63,30.53,194.77,101.30,113.21,68.16,202.63,370.46,26.66,50.48,40.26,238.05,155.16,357.23,194.77,29.92,77.96,181.43
5/8/2019,287.53,244.84,189.54,202.90,125.51,198.03,1166.27,1917.77,156.76,185.77,124.41,53.47,139.79,47.85,126.02,76.84,117.50,56.38,30.30,195.17,100.30,112.61,68.22,200.95,364.37,27.09,49.24,39.75,239.15,156.51,359.75,195.17,29.80,78.05,179.59
5/9/2019,286.66,241.98,188.65,200.72,125.50,197.73,1162.38,1899.87,156.19,184.77,124.92,52.92,138.73,47.40,126.05,76.77,121.19,56.48,30.38,194.58,99.54,112.52,67.63,201.63,362.75,27.21,46.62,39.27,237.97,155.86,354.13,194.58,29.71,77.90,179.04
